9.150000e+02 1.706708e+04 1.683915e+04 1.751139e+04 7.235783e-06
9.160000e+02 1.702952e+04 1.683660e+04 1.754206e+04 7.540486e-06
9.170000e+02 1.696278e+04 1.683930e+04 1.757265e+04 7.866218e-06
9.180000e+02 1.701601e+04 1.683662e+04 1.760318e+04 8.215036e-06
9.190000e+02 1.692015e+04 1.683388e+04 1.763364e+04 8.589263e-06
9.200000e+02 1.711292e+04 1.682580e+04 1.766403e+04 8.991528e-06
9.210000e+02 1.715964e+04 1.681768e+04 1.769435e+04 9.424821e-06
9.220000e+02 1.706590e+04 1.680428e+04 1.772460e+04 9.892547e-06
9.230000e+02 1.691469e+04 1.679087e+04 1.775478e+04 1.039861e-05
9.240000e+02 1.684367e+04 1.676703e+04 1.778489e+04 1.094750e-05
9.250000e+02 1.693740e+04 1.674328e+04 1.781494e+04 1.154441e-05
9.260000e+02 1.689470e+04 1.671443e+04 1.784491e+04 1.219535e-05
9.270000e+02 1.678437e+04 1.668059e+04 1.787481e+04 1.290734e-05
9.280000e+02 1.667374e+04 1.664182e+04 1.790464e+04 1.368861e-05
9.290000e+02 1.665603e+04 1.659822e+04 1.793440e+04 1.454888e-05
9.300000e+02 1.663982e+04 1.654487e+04 1.796410e+04 1.549968e-05
9.310000e+02 1.647051e+04 1.648201e+04 1.799372e+04 1.655479e-05
9.320000e+02 1.638073e+04 1.641482e+04 1.802327e+04 1.773082e-05
9.330000e+02 1.628307e+04 1.632883e+04 1.805275e+04 1.904791e-05
9.340000e+02 1.623644e+04 1.623913e+04 1.808217e+04 2.053075e-05
9.350000e+02 1.621809e+04 1.612691e+04 1.811151e+04 2.220983e-05
9.360000e+02 1.611827e+04 1.600254e+04 1.814079e+04 2.412327e-05
9.370000e+02 1.589132e+04 1.585754e+04 1.816999e+04 2.631925e-05
9.380000e+02 1.563505e+04 1.569319e+04 1.819913e+04 2.885966e-05
9.390000e+02 1.545521e+04 1.549780e+04 1.822819e+04 3.182465e-05
9.400000e+02 1.531840e+04 1.526974e+04 1.825719e+04 3.532059e-05
9.410000e+02 1.509528e+04 1.500412e+04 1.828611e+04 3.949075e-05
9.420000e+02 1.462521e+04 1.469367e+04 1.831497e+04 4.453305e-05
9.430000e+02 1.421212e+04 1.432249e+04 1.834375e+04 5.072828e-05
9.440000e+02 1.382171e+04 1.388010e+04 1.837247e+04 5.848809e-05
9.450000e+02 1.361433e+04 1.334620e+04 1.840112e+04 6.844069e-05
9.460000e+02 1.301452e+04 1.269555e+04 1.842969e+04 8.158902e-05
9.470000e+02 1.222596e+04 1.189851e+04 1.845820e+04 9.960666e-05
9.480000e+02 1.120062e+04 1.091410e+04 1.848664e+04 1.253707e-04
9.490000e+02 9.850811e+03 9.710846e+03 1.851501e+04 1.638128e-04
9.500000e+02 8.162859e+03 8.302032e+03 1.854330e+04 2.229584e-04
9.510000e+02 6.192430e+03 6.778699e+03 1.857153e+04 3.144321e-04
9.520000e+02 4.868730e+03 5.314448e+03 1.859969e+04 4.518062e-04
9.530000e+02 4.196959e+03 4.078359e+03 1.862778e+04 6.448222e-04
9.540000e+02 3.647609e+03 3.151585e+03 1.865580e+04 8.893483e-04
9.550000e+02 2.763480e+03 2.524088e+03 1.868375e+04 1.157561e-03
9.560000e+02 1.991209e+03 2.144152e+03 1.871163e+04 1.397183e-03
9.570000e+02 1.573770e+03 1.961774e+03 1.873944e+04 1.546586e-03
9.580000e+02 1.498520e+03 1.947726e+03 1.876718e+04 1.561635e-03
9.590000e+02 1.769920e+03 2.099090e+03 1.879485e+04 1.438247e-03
9.600000e+02 2.461070e+03 2.438800e+03 1.882245e+04 1.214630e-03
9.610000e+02 3.412699e+03 3.009603e+03 1.884998e+04 9.515018e-04
9.620000e+02 4.288730e+03 3.853811e+03 1.887745e+04 7.046462e-04
9.630000e+02 5.338350e+03 4.968832e+03 1.890484e+04 5.069565e-04
9.640000e+02 6.385369e+03 6.250913e+03 1.893216e+04 3.666433e-04
9.650000e+02 7.241770e+03 7.499149e+03 1.895941e+04 2.761910e-04
9.660000e+02 8.050029e+03 8.499242e+03 1.898660e+04 2.229970e-04
9.670000e+02 8.674061e+03 9.114432e+03 1.901371e+04 1.962940e-04
9.680000e+02 8.954199e+03 9.281524e+03 1.904075e+04 1.900112e-04
9.690000e+02 8.972430e+03 8.960352e+03 1.906772e+04 2.038732e-04
9.700000e+02 8.364670e+03 8.092257e+03 1.909463e+04 2.457259e-04
9.710000e+02 6.886410e+03 6.657151e+03 1.912146e+04 3.383772e-04
9.720000e+02 4.842039e+03 4.909760e+03 1.914823e+04 5.241600e-04
9.730000e+02 3.470320e+03 3.614378e+03 1.917492e+04 7.782244e-04
9.740000e+02 3.443549e+03 3.426345e+03 1.920155e+04 8.322892e-04
9.750000e+02 4.331199e+03 4.354807e+03 1.922810e+04 6.173401e-04
9.760000e+02 5.604250e+03 5.739076e+03 1.925459e+04 4.256075e-04
9.770000e+02 6.671320e+03 6.657636e+03 1.928101e+04 3.426536e-04
9.780000e+02 7.097660e+03 6.792871e+03 1.930735e+04 3.329366e-04
9.790000e+02 6.878730e+03 6.262715e+03 1.933363e+04 3.771687e-04
9.800000e+02 5.785471e+03 5.303657e+03 1.935983e+04 4.789908e-04
9.810000e+02 4.080430e+03 4.202166e+03 1.938597e+04 6.531100e-04
9.820000e+02 2.769549e+03 3.275505e+03 1.941204e+04 8.906018e-04
9.830000e+02 2.327629e+03 2.778827e+03 1.943804e+04 1.083817e-03
9.840000e+02 2.581150e+03 2.828967e+03 1.946396e+04 1.063065e-03
9.850000e+02 3.458811e+03 3.441117e+03 1.948982e+04 8.431343e-04
9.860000e+02 4.745420e+03 4.537574e+03 1.951561e+04 5.966346e-04
9.870000e+02 6.082299e+03 5.934847e+03 1.954133e+04 4.143513e-04
9.880000e+02 7.639311e+03 7.426435e+03 1.956698e+04 2.954324e-04
9.890000e+02 9.120029e+03 8.866086e+03 1.959256e+04 2.186642e-04
9.900000e+02 1.035766e+04 1.017668e+04 1.961807e+04 1.677102e-04
9.910000e+02 1.140078e+04 1.132791e+04 1.964351e+04 1.326341e-04
9.920000e+02 1.231824e+04 1.232762e+04 1.966888e+04 1.076197e-04
9.930000e+02 1.315924e+04 1.318310e+04 1.969418e+04 8.920882e-05
9.940000e+02 1.389918e+04 1.391931e+04 1.971941e+04 7.528185e-05
9.950000e+02 1.451675e+04 1.455040e+04 1.974457e+04 6.449473e-05
9.960000e+02 1.512868e+04 1.509366e+04 1.976966e+04 5.596742e-05
9.970000e+02 1.547660e+04 1.556360e+04 1.979468e+04 4.910631e-05
9.980000e+02 1.587659e+04 1.597270e+04 1.981964e+04 4.350019e-05
9.990000e+02 1.628676e+04 1.633145e+04 1.984452e+04 3.885726e-05
1.000000e+03 1.649990e+04 1.664564e+04 1.986933e+04 3.496582e-05
1.001000e+03 1.691031e+04 1.692839e+04 1.989407e+04 3.167020e-05
1.002000e+03 1.714596e+04 1.717602e+04 1.991875e+04 2.885261e-05
1.003000e+03 1.710774e+04 1.740020e+04 1.994335e+04 2.642341e-05
